text,created_at,thread_id_fallback,rules_text,model_text,_ts,_dow,_hour,_is_after_5,_is_fri_after_3,_is_weekend,_is_after_hours,DeliveryAfterHours,StatusChangeAfterHours,ReadyForReviewAfterHours,FridayEarlyCutoffDelivery,WeekendDelivery,ApologyRush,ReworkPhrase,ResubmissionPhrase,MissedRequirementPhrase,NotRightFirstTime
Terraform plan is returning unexpected diffs.,2025-11-10T23:36:57.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-10 18:36:57.908741-05:00,0,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
I'm done pretending this cluster behaves normally,2025-11-18T07:15:03.908741Z,NA,i m done pretending this cluster behaves normally,i m done pretend thi cluster behav normal,2025-11-18 02:15:03.908741-05:00,1,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-25T13:14:24.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-25 08:14:24.908741-05:00,1,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-11-11T10:13:59.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-11-11 05:13:59.908741-05:00,1,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-21T06:45:21.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-21 01:45:21.908741-05:00,4,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-15T22:17:34.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-15 17:17:34.908741-05:00,5,17,True,False,True,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-25T16:04:28.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-25 11:04:28.908741-05:00,1,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-21T06:13:06.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-21 01:13:06.908741-05:00,4,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-11-09T17:07:17.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-11-09 12:07:17.908741-05:00,6,12,False,False,True,True,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes.,2025-11-21T13:01:59.908741Z,NA,the service mesh isn t applying the new routes,the servic mesh is nt appli the new rout,2025-11-21 08:01:59.908741-05:00,4,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-08T17:42:14.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-08 12:42:14.908741-05:00,5,12,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-30T22:06:18.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-30 17:06:18.908741-05:00,6,17,True,False,True,True,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-11-17T19:15:10.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-11-17 14:15:10.908741-05:00,0,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-10-31T06:41:33.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-10-31 02:41:33.908741-04:00,4,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-04T23:16:04.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-04 18:16:04.908741-05:00,1,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-25T00:14:17.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-24 19:14:17.908741-05:00,0,19,True,False,False,True,0,0,0,0,0,0,0,0,0,0
"Container registry timed out for the fourth time. Apologies, pushed a broken config.",2025-12-02T03:09:01.908741Z,NA,container registry timed out for the fourth time apologies pushed a broken config,contain registri time out for the fourth time apolog push a broken config,2025-12-01 22:09:01.908741-05:00,0,22,True,False,False,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-12-01T07:47:35.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-12-01 02:47:35.908741-05:00,0,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-12-02T04:15:00.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-12-01 23:15:00.908741-05:00,0,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-01T09:30:52.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-01 05:30:52.908741-04:00,5,5,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-24T21:01:42.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-11-24 16:01:42.908741-05:00,0,16,False,False,False,False,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-10-25T03:09:38.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-10-24 23:09:38.908741-04:00,4,23,True,True,False,True,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-13T14:45:13.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-13 09:45:13.908741-05:00,3,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-08T14:08:39.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-08 09:08:39.908741-05:00,5,9,False,False,True,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-16T04:45:27.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-15 23:45:27.908741-05:00,5,23,True,False,True,True,0,0,0,0,0,0,0,0,0,0
the deployment script is drunk again,2025-11-08T09:45:25.908741Z,NA,the deployment script is drunk again,the deploy script is drunk again,2025-11-08 04:45:25.908741-05:00,5,4,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-10-25T20:13:43.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-10-25 16:13:43.908741-04:00,5,16,False,False,True,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-20T15:59:07.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-20 10:59:07.908741-05:00,3,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-11-20T09:02:48.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-11-20 04:02:48.908741-05:00,3,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-01T00:01:49.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-10-31 20:01:49.908741-04:00,4,20,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-12-06T03:18:58.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-12-05 22:18:58.908741-05:00,4,22,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-12-01T22:31:12.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-12-01 17:31:12.908741-05:00,0,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-16T11:47:42.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-16 06:47:42.908741-05:00,6,6,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-11-30T15:43:49.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-11-30 10:43:49.908741-05:00,6,10,False,False,True,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-12-02T05:35:16.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-12-02 00:35:16.908741-05:00,1,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-12-02T01:47:26.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-12-01 20:47:26.908741-05:00,0,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-15T01:23:30.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-14 20:23:30.908741-05:00,4,20,True,True,False,True,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-12-01T22:44:17.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-12-01 17:44:17.908741-05:00,0,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-03T10:51:31.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-03 05:51:31.908741-05:00,0,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-10-29T17:42:06.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-10-29 13:42:06.908741-04:00,2,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-10-26T18:16:32.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-10-26 14:16:32.908741-04:00,6,14,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-12-06T18:27:24.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-12-06 13:27:24.908741-05:00,5,13,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-11-04T12:55:44.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-11-04 07:55:44.908741-05:00,1,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-10-31T14:22:38.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-10-31 10:22:38.908741-04:00,4,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-11-21T21:40:02.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-11-21 16:40:02.908741-05:00,4,16,False,True,False,True,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-12T20:05:22.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-12 15:05:22.908741-05:00,2,15,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-20T13:51:50.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-20 08:51:50.908741-05:00,3,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-21T09:54:03.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-21 04:54:03.908741-05:00,4,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-11-04T02:08:12.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-03 21:08:12.908741-05:00,0,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-17T17:59:45.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-17 12:59:45.908741-05:00,0,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-10-25T23:17:15.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-10-25 19:17:15.908741-04:00,5,19,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-11-13T12:48:51.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-11-13 07:48:51.908741-05:00,3,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-10T05:40:49.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-10 00:40:49.908741-05:00,0,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-12-05T01:05:11.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-12-04 20:05:11.908741-05:00,3,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-24T07:54:10.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-24 02:54:10.908741-05:00,0,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-18T09:46:46.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-18 04:46:46.908741-05:00,1,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-05T10:56:29.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-05 05:56:29.908741-05:00,2,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-10-29T16:04:48.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-10-29 12:04:48.908741-04:00,2,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the deployment script is drunk again,2025-11-08T02:19:54.908741Z,NA,the deployment script is drunk again,the deploy script is drunk again,2025-11-07 21:19:54.908741-05:00,4,21,True,True,False,True,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-11-06T22:30:41.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-11-06 17:30:41.908741-05:00,3,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-03T23:48:52.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-03 18:48:52.908741-05:00,0,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-12-04T04:27:04.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-12-03 23:27:04.908741-05:00,2,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-10-30T18:02:59.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-10-30 14:02:59.908741-04:00,3,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
"Terraform plan is returning unexpected diffs. Apologies, pushed a broken config.",2025-11-17T01:16:34.908741Z,NA,terraform plan is returning unexpected diffs apologies pushed a broken config,terraform plan is return unexpect diff apolog push a broken config,2025-11-16 20:16:34.908741-05:00,6,20,True,False,True,True,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-11-24T09:32:39.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-11-24 04:32:39.908741-05:00,0,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-11-18T09:36:34.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-11-18 04:36:34.908741-05:00,1,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
